Module,Family,Method,Path,Mutation,Deprecated,Params,Body,Returns,Description,Role,UI,Priority,Wired(FE floor),Live@8000(tested)
"Governance","gouvernance","PUT","/gouvernance/roles/{role_name}","yes","","role_name*","RoleUpdate","object","Update role properties (comment and/or module permissions).","RETAIL_GOVERNOR","Governance › Roles & grants","","wired","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/roles/{role}/grant-role","yes","","role*","GrantRoleBody","object","Attaches an access role to a functional role (role-to-role grant).","RETAIL_GOVERNOR","Governance › Roles & grants","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","DELETE","/gouvernance/roles/{role}/grant-role","yes","","role*, to_role*","","object","Detaches an access role from a functional role (role-to-role revoke).","RETAIL_GOVERNOR","Governance › Roles & grants","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/roles/{role}/least-privilege","","","role*, window_days","","object","Returns a least-privilege advisory for a role  listing privileges granted but never used (read-only).","RETAIL_GOVERNOR","Governance › Roles & grants","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/roles/{role}/object-grants","","","role*","","object","List the object/role grants a role carries (SHOW GRANTS TO ROLE).","ACCOUNTADMIN","Governance › Roles & grants","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/roles/edit/{role_name}","","","role_name*","","object","Get role details for editing (same as view  but signals edit intent).","RETAIL_GOVERNOR","Governance › Roles & grants","","wired","served (gated)"
"Governance","gouvernance","GET","/gouvernance/security-axes","","","","","object","Fetch security axes (regions  stores  departments  custom).","RETAIL_GOVERNOR","Governance › Security matrix","","wired","served (gated)"
"Governance","gouvernance","POST","/gouvernance/security-axes","yes","","","","object","Creates values for a security axis (a classification dimension such as region or business unit).","RETAIL_GOVERNOR","Governance › Security matrix","","wired","mutation (not probed)"
"Governance","gouvernance","PUT","/gouvernance/security-axes/{axis_id}","yes","","axis_id*","","object","Updates the values of a security axis.","RETAIL_GOVERNOR","Governance › Security matrix","","wired","mutation (not probed)"
"Governance","gouvernance","DELETE","/gouvernance/security-axes/{axis_id}","yes","","axis_id*","","object","Clears all values for a security axis.","RETAIL_GOVERNOR","Governance › Security matrix","","wired","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/security-matrix","","","role_name","","object","Get the security matrix - maps roles to axis-based access permissions.","RETAIL_GOVERNOR","Governance › Security matrix","","wired","served (gated)"
"Governance","gouvernance","POST","/gouvernance/security-matrix","yes","","","SecurityMatrixCreate","object","Creates a security-matrix entry mapping a role to allowed axis values (drives row-level security).","RETAIL_GOVERNOR","Governance › Security matrix","","wired","mutation (not probed)"
"Governance","gouvernance","PUT","/gouvernance/security-matrix/{entry_id}","yes","","entry_id*","SecurityMatrixUpdate","object","Updates a security-matrix entry.","RETAIL_GOVERNOR","Governance › Security matrix","","wired","mutation (not probed)"
"Governance","gouvernance","DELETE","/gouvernance/security-matrix/{entry_id}","yes","","entry_id*","","object","Deletes a security-matrix entry.","RETAIL_GOVERNOR","Governance › Security matrix","","wired","mutation (not probed)"
"Governance","gouvernance","PUT","/gouvernance/security-matrix/batch","yes","","","SecurityMatrixBatchUpdate","object","Applies a batch of security-matrix row updates in one call.","RETAIL_GOVERNOR","Governance › Security matrix","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/security-matrix/bulk","yes","","","SecurityMatrixBulkAssign","object","Bulk-assigns multiple security-matrix entries in one call.","RETAIL_GOVERNOR","Governance › Security matrix","","wired","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/security-matrix/init","yes","","","","object","Initializes the security-matrix backing schema (one-time setup).","RETAIL_GOVERNOR","Governance › Security matrix","","wired","mutation (not probed)"
"Governance","gouvernance","DELETE","/gouvernance/security-matrix/role/{role_name}","yes","","role_name*","","object","Deletes all security-matrix entries for a role.","RETAIL_GOVERNOR","Governance › Security matrix","","wired","mutation (not probed)"
"Governance","gouvernance","DELETE","/gouvernance/unassign-role","yes","","","AssignRole","object","Revokes a role from a user (REVOKE ROLE ... FROM USER).","ACCOUNTADMIN","Governance › Roles & grants","","wired","mutation (not probed)"
"Governance","gouvernance","PUT","/gouvernance/update-grants","yes","","","UpdateGrantsPayload","object","Updates a role's Data360 module access grants (which modules and pages the role may use).","ACCOUNTADMIN","Governance › Roles & grants","","wired","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/user/mfa/set","yes","","","Body_user_mfa_set_gouvernance_user_mfa_set_post","object","Enable or disable MFA for a Snowflake user: POST /gouvernance/user/mfa/set.","ACCOUNTADMIN","Governance › Users","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/user/mfa/status","","","username*","","object","Returns a user's multi-factor-authentication enrollment status.","ACCOUNTADMIN","Governance › Users","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/users","","","page, page_size, sort_by, sort_dir, search","","object","List all users.","ACCOUNTADMIN","Governance › Users","","wired","served (gated)"
"Governance","gouvernance","GET","/gouvernance/users-with-roles","","","","","object","Get all users WITH their assigned roles.","ACCOUNTADMIN","Governance › Users","","wired","served (gated)"
"Governance","gouvernance","GET","/gouvernance/users/{username}","","","username*","","object","Get detailed information about a specific user.","ACCOUNTADMIN","Governance › Users","","wired","served (gated)"
"Governance","gouvernance","GET","/gouvernance/users/{username}/roles","","","username*","","object","Get all roles assigned to a specific user.","ACCOUNTADMIN","Governance › Users","","wired","served (gated)"
"Governance","gouvernance","PUT","/gouvernance/users/{username}/roles","yes","","username*","UpdateUserRolesPayload","object","Update all roles for a user (replaces existing role assignments).","ACCOUNTADMIN","Governance › Users","","wired","mutation (not probed)"
"health","health","GET","/health","","","","","object","Health check","any","Platform","P2","MISSING","served (open)"
"Intelligent","chat","GET","/chat/conversations","","","page, page_size","","object","List conversations","any","Chat › Conversations","P2","MISSING","served (gated)"
"Intelligent","chat","GET","/chat/conversations/{conversation_id}","","","conversation_id*","","object","Get conversation","any","Chat › Conversations","P2","MISSING","served (gated)"
"Intelligent","chat","PATCH","/chat/conversations/{conversation_id}","yes","","conversation_id*","UpdateGroupRequest","object","Update conversation","any","Chat › Conversations","P1","MISSING","mutation (not probed)"
"Intelligent","chat","POST","/chat/conversations/{conversation_id}/attachments","yes","","conversation_id*","","object","Upload attachment","any","Chat › Conversations Attachments","P1","MISSING","mutation (not probed)"
"Intelligent","chat","POST","/chat/conversations/{conversation_id}/messages","yes","","conversation_id*","SendMessageRequest","object","Send message","any","Chat › Conversations Messages","P1","MISSING","mutation (not probed)"
"Intelligent","chat","GET","/chat/conversations/{conversation_id}/messages","","","conversation_id*, page, page_size, before_message_id","","object","List messages","any","Chat › Conversations Messages","P2","MISSING","served (gated)"
"Intelligent","chat","GET","/chat/conversations/{conversation_id}/participants","","","conversation_id*","","object","Get conversation participants","any","Chat › Conversations Participants","P2","MISSING","served (gated)"
"Intelligent","chat","POST","/chat/conversations/{conversation_id}/read","yes","","conversation_id*","MarkReadRequest","object","Mark as read","any","Chat › Conversations Read","P1","MISSING","mutation (not probed)"
"Intelligent","chat","POST","/chat/conversations/dm","yes","","","CreateDMRequest","object","Create DM conversation","any","Chat › Conversations DM","P1","MISSING","mutation (not probed)"
"Intelligent","chat","POST","/chat/conversations/group","yes","","","CreateGroupRequest","object","Create group conversation","any","Chat › Conversations Group","P1","MISSING","mutation (not probed)"
"Intelligent","chat","GET","/chat/online-users","","","","","object","List online users","any","Chat › Online Users","P2","MISSING","served (gated)"
"Intelligent","cortex","GET","/cortex/agents","","","database","","object","List Cortex Search Services (agents) in the specified database.","RETAIL_AI_ENGINEER","Cortex AI › Chat & models","P2","MISSING","served (gated)"
"Intelligent","cortex","POST","/cortex/analyst/query","yes","","","AnalystQueryRequest","StandardResponse","Answers a natural-language question: Cortex Analyst generates SQL over a semantic model  executes it  and returns sample rows.","BI_ANALYST","Cortex AI › Analyst (NL→SQL)","P1","MISSING","mutation (not probed)"
"Intelligent","cortex","POST","/cortex/code-generate","yes","","","_CodeGenerateRequest","StandardResponse","Generate code in the requested language using a user-chosen Cortex model.","RETAIL_AI_ENGINEER","Cortex AI › AI assistant","P1","MISSING","mutation (not probed)"
"Intelligent","cortex","POST","/cortex/complete","yes","","","CompletionRequest","StandardResponse","Generate text completion using Snowflake Cortex LLM models.","RETAIL_AI_ENGINEER","Cortex AI › AI assistant","","wired","mutation (not probed)"
"Intelligent","cortex","GET","/cortex/conversations","","","module, table, project_id, limit","","StandardResponse","Return the caller's stored AI exchanges (one row per prompt/response).","BI_ANALYST","Cortex AI › Chat & models","P2","MISSING","served (gated)"
